CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
190032997,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,1100 BLOCK OLIVIA AVE,ANN ARBOR,2019-08-05 08:30:00,OTHER - ORDINANCE VIOLATIONS,-83.73172210138824,42.267428300068104
190033049,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,3500 BLOCK PHEASANT RUN CIR,ANN ARBOR,2019-08-05 12:00:00,OBSTRUCTING JUSTICE,-83.72238939945976,42.23605820002393
190033049,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,3500 BLOCK PHEASANT RUN CIR,ANN ARBOR,2019-08-05 12:00:00,OBSTRUCTING JUSTICE,-83.72238939945976,42.23605820002393
190033029,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,3500 BLOCK PHEASANT RUN CIR,ANN ARBOR,2019-08-05 11:41:00,ASSAULT - AGGRAVATED,-83.72238939945976,42.23605820002393
191000418,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2600 BLOCK PITTSFIELD BLVD,ANN ARBOR,2019-08-04 01:05:00,LARCENY - FROM AUTO (LFA),-83.69307150087627,42.24758179991733
190032890,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,3000 BLOCK SINGATURE BLVD,ANN ARBOR,2019-08-04 01:36:00,BURGLARY - ALL OTHER,-83.753242400624,42.241897099250934
190033087,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,800 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-08-05 18:01:30,LARCENY - RETAIL FRAUD,-83.74631520044056,42.24029780043679
190033095,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-08-05 18:18:30,LARCENY - RETAIL FRAUD,-83.74734700019161,42.23884000113702
190033171,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,600 BLOCK CHURCH ST,ANN ARBOR,2019-07-10 17:30:00,LARCENY - ALL OTHER,-83.73427439966696,42.27445359960814
190033116,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,2500 BLOCK ARROWWOOD TRL,ANN ARBOR,2019-08-05 18:53:30,ASSAULT - AGGRAVATED,-83.72916270008369,42.30795240139105
190033174,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,300 BLOCK E LIBERTY ST,ANN ARBOR,2019-08-06 10:14:00,OBSTRUCTING JUSTICE,-83.74469010053264,42.27924920004227
190033098,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,100 BLOCK E WILLIAM ST,ANN ARBOR,2019-08-05 19:29:00,PUBLIC PEACE,-83.747843599997,42.2776876003652
190033227,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,100 BLOCK 8TH ST,ANN ARBOR,2019-08-06 10:07:30,ASSAULT - SIMPLE,-83.75960530075594,42.28118590108306
190033231,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,800 BLOCK ASA GRAY DR,ANN ARBOR,2019-07-29 16:12:00,LARCENY - ALL OTHER,-83.70388040017139,42.28520419969135
190033207,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,100 BLOCK N ASHLEY ST,ANN ARBOR,2019-07-21 13:00:00,FRAUD,-83.74944439981658,42.28178780027122
190033196,COUNTERFEITING/FORGERY,2505,PASS COUNTERFEITED -ANY OBJECT,A,200 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-08-06 11:27:00,FORGERY / COUNTERFEITING,-83.74500570068,42.24315139881088
190033180,STOLEN PROPERTY,2804,STOLEN PROPERTY - POSSESSING,A,2100 BLOCK E EDEN CT,ANN ARBOR,2019-08-06 10:47:00,STOLEN PROPERTY,-83.71172519869066,42.234357199840076
190033230,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2600 BLOCK PLYMOUTH RD,ANN ARBOR,2019-07-31 16:07:30,FRAUD,-83.70932010094708,42.30317410001982
190033216,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,2300 BLOCK E STADIUM BLVD,ANN ARBOR,2019-07-31 16:00:00,PUBLIC PEACE,-83.71356220036898,42.25939379985914
190033238,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,500 BLOCK S STATE ST,ANN ARBOR,2019-08-06 00:45:00,OTHER - ORDINANCE VIOLATIONS,-83.7412680000918,42.27439900040969
190033204,FORCIBLE SODOMY,1174,CSC 3RD DEGREE -PENETRATION ORAL/ANAL,A,2900 BLOCK E WHITTIER CT,ANN ARBOR,2019-08-05 00:30:00,SEX OFFENSES - CSC,-83.72913289997535,42.24500820056113
190033218,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,800 BLOCK WICKFIELD CT,ANN ARBOR,2019-08-04 08:00:00,SEX OFFENSES - CSC,-83.73417060028959,42.30184820019963
190033239,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,300 BLOCK S MAIN ST,ANN ARBOR,2019-08-06 03:30:00,DAMAGE TO PROPERTY,-83.74823770042974,42.27926260009099
190033246,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,2000 BLOCK GREEN RD,ANN ARBOR,2019-07-28 07:50:00,LARCENY - RETAIL FRAUD,-83.69147530007336,42.30377500020438
190033230,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2600 BLOCK PLYMOUTH RD,ANN ARBOR,2019-07-31 16:07:30,FRAUD,-83.70932010094708,42.30317410001982
190033267,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-08-06 20:10:00,TRESPASSING / INVASION OF PRIVACY,-83.74640339976122,42.27834699976239
190033267,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-08-06 20:10:00,LIQUOR LAW VIOLATION,-83.74640339976122,42.27834699976239
190033141,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2000 BLOCK COMMERCE DR,ANN ARBOR,2019-08-05 05:00:00,LARCENY - ALL OTHER,-83.77634259960342,42.26945300042877
190033287,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,800 BLOCK ARCH ST,ANN ARBOR,2019-08-06 08:00:00,LARCENY - ALL OTHER,-83.73807120047002,42.26977009958159
190033323,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,300 BLOCK E HURON ST,ANN ARBOR,2019-08-06 21:00:00,OBSTRUCTING JUSTICE,-83.74572750130403,42.28182970042354
190033066,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,800 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-08-02 12:51:30,LARCENY - RETAIL FRAUD,-83.74631520044056,42.24029780043679
191000423,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1600 BLOCK BROOKFIELD DR,ANN ARBOR,2019-08-05 09:30:00,LARCENY - FROM AUTO (LFA),-83.76228330049167,42.248422099972174
190033352,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2700 BLOCK COLLEY LN,ANN ARBOR,2019-07-29 15:00:00,LARCENY - ALL OTHER,-83.71112240049922,42.316302698748075
191000421,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK DEWEY AVE,ANN ARBOR,2019-07-22 00:00:00,LARCENY - ALL OTHER,-83.73623709980222,42.26612070031439
190033180,ALL OTHER,4802,OBSTRUCT CRIMINAL INVESTIGATION,B,2100 BLOCK E EDEN CT,ANN ARBOR,2019-08-06 10:47:00,OBSTRUCTING POLICE,-83.71172519869066,42.234357199840076
191000425,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3500 BLOCK EDGEWOOD DR,ANN ARBOR,2019-08-05 02:30:00,LARCENY - FROM AUTO (LFA),-83.69120269908234,42.25262110023738
190033372,ALL OTHER,5005,"CONTEMPT OF COURT (PPO VIOLATION, ETC)",B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-07-18 14:00:00,OBSTRUCTING JUSTICE,-83.74589339990717,42.27815660007019
190033354,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3200 BLOCK LOCKRIDGE DR,ANN ARBOR,2019-08-07 02:30:00,LARCENY - FROM AUTO (LFA),-83.72367010111566,42.24381110120919
190033408,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,3000 BLOCK MILLER RD,ANN ARBOR,2019-08-02 13:00:00,LARCENY - FROM AUTO (LFA),-83.79050920010525,42.29877710003478
191000424,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1200 BLOCK PROSPECT ST,ANN ARBOR,2019-08-06 04:00:00,LARCENY - FROM AUTO (LFA),-83.73358960117741,42.267530399439295
190033401,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,2400 BLOCK W STADIUM BLVD,ANN ARBOR,2019-07-26 01:30:00,FORGERY / COUNTERFEITING,-83.78069599942995,42.279090800466406
190033240,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2019-08-06 17:13:00,LARCENY - RETAIL FRAUD,-83.7410386012578,42.27816020008328
190033396,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,700 BLOCK N UNIVERSITY AVE,ANN ARBOR,2019-08-04 18:00:00,LARCENY - ALL OTHER,-83.7400426986373,42.27887300067465
191000426,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK E UNIVERSITY AVE,ANN ARBOR,2019-08-02 15:15:00,LARCENY - ALL OTHER,-83.73527040028785,42.269597899955556
190033366,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK WOODLAWN AVE,ANN ARBOR,2019-08-05 14:30:00,LARCENY - ALL OTHER,-83.73720009930315,42.26485030069591
190033344,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3100 BLOCK WILLIAMSBURG DR,ANN ARBOR,2019-08-03 01:45:00,LARCENY - FROM AUTO (LFA),-83.69679820142449,42.23494319897043
190033287,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,800 BLOCK ARCH ST,ANN ARBOR,2019-08-06 08:00:00,LARCENY - ALL OTHER,-83.73807120047002,42.26977009958159
190033231,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,800 BLOCK ASA GRAY DR,ANN ARBOR,2019-07-29 16:12:00,LARCENY - ALL OTHER,-83.70388040017139,42.28520419969135
190033453,ARSON,2099,ARSON (OTHER),A,800 BLOCK S MAPLE RD,ANN ARBOR,2019-08-07 20:16:00,ARSON,-83.78092900027701,42.271787998917546
190033459,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,2700 BLOCK PACKARD RD,ANN ARBOR,2019-08-05 14:30:00,BURGLARY - RESIDENTIAL,-83.71367450077724,42.24456629995467
190033246,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,2000 BLOCK GREEN RD,ANN ARBOR,2019-07-28 07:50:00,LARCENY - RETAIL FRAUD,-83.69147530007336,42.30377500020438
190033440,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1000 BLOCK LONG SHORE DR,ANN ARBOR,2019-08-07 17:30:00,LARCENY - FROM AUTO (LFA),-83.74446190070302,42.29148249951572
190033443,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2019-08-03 10:25:00,LARCENY - ALL OTHER,-83.69030989883663,42.30697549983961
190033597,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,300 BLOCK S MAIN ST,ANN ARBOR,2019-08-08 17:41:00,LIQUOR LAW VIOLATION,-83.74844799919424,42.27840200096233
190033484,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,500 BLOCK S FOURTH AVE,ANN ARBOR,2019-08-07 23:40:00,BURGLARY - ALL OTHER,-83.74724189980952,42.27445189960196
190033560,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,3100 BLOCK LA SALLE DR,ANN ARBOR,2019-08-08 04:00:00,SEX OFFENSES - CSC,-83.69615490008579,42.24292529998888
190033514,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2800 BLOCK WINDWOOD DR,ANN ARBOR,2019-08-08 01:30:00,LARCENY - FROM AUTO (LFA),-83.70584010029575,42.31771829989441
190033581,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,900 BLOCK S STATE ST,ANN ARBOR,2019-08-08 16:30:00,FRAUD,-83.74093489888082,42.27011829884742
190033531,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,ARBORDALE ST & PAULINE BLVD,ANN ARBOR,2019-08-08 10:56:00,OBSTRUCTING JUSTICE,-83.76701439969128,42.2681537997056
190033267,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-08-06 20:10:00,OBSTRUCTING JUSTICE,-83.74640339976122,42.27834699976239
190025043,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-06-18 15:30:00,LARCENY - RETAIL FRAUD,-83.74599350127107,42.24165980038822
190033441,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2019-07-27 12:45:00,FRAUD,-83.68619829988916,42.25823549964821
190033537,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK WHISPERWOOD DR,ANN ARBOR,2019-08-08 03:15:00,LARCENY - FROM AUTO (LFA),-83.70289709859662,42.31774760000093
190033492,DRIVING UNDER THE INFLUENCE,80412,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI 2ND OFFENSE,B,S FOREST AVE & OAKLAND AVE,ANN ARBOR,2019-08-08 01:49:00,OUI OF LIQUOR / DRUGS,-83.73317949968651,42.27034200066066
190033461,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,W HURON ST & N ASHLEY ST,ANN ARBOR,2019-08-07 21:02:00,OBSTRUCTING JUSTICE,-83.74975379894141,42.28145160104896
190033413,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-08-07 17:24:00,TRESPASSING / INVASION OF PRIVACY,-83.74640339976122,42.27834699976239
190033629,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,800 BLOCK FULLER ST,ANN ARBOR,2019-08-08 15:30:00,BURGLARY - RESIDENTIAL,-83.73979369973205,42.286069799838174
190033630,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2019-08-08 21:22:00,ASSAULT - SIMPLE,-83.6891054994581,42.25463539956024
190033607,AGGRAVATED ASSAULT,1303,AGG/FEL ASSAULT - FAMILY - STRONG ARM-DOMESTIC,A,1000 BLOCK ARBORDALE ST,ANN ARBOR,2019-08-08 18:24:00,ASSAULT - AGGRAVATED,-83.767215400422,42.26849749995512
190033607,ASSISTING/PROMOTING PROSTITUTION,4002,PROCURE FOR PROSTITUTE -PIMPING,A,1000 BLOCK ARBORDALE ST,ANN ARBOR,2019-08-08 18:24:00,SEX OFFENSES - COMMERCIALIZED,-83.767215400422,42.26849749995512
190033607,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1000 BLOCK ARBORDALE ST,ANN ARBOR,2019-08-08 18:24:00,LARCENY - ALL OTHER,-83.767215400422,42.26849749995512
191000431,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2900 BLOCK E ELLSWORTH RD,ANN ARBOR,2019-08-06 18:45:00,LARCENY - FROM AUTO (LFA),-83.70302509906196,42.23177410044934
190033755,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK DEPOT ST,ANN ARBOR,2019-08-05 16:12:30,LARCENY - ALL OTHER,-83.74319640010236,42.28778950109006
190033657,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,500 BLOCK S FOREST AVE,ANN ARBOR,2019-08-08 21:25:00,BURGLARY - RESIDENTIAL,-83.73335550032635,42.27532270076773
191000432,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,500 BLOCK S FOREST AVE,ANN ARBOR,2019-07-20 10:00:00,BURGLARY - RESIDENTIAL,-83.73335550032635,42.27532270076773
190033764,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,300 BLOCK W HURON ST,ANN ARBOR,2019-08-09 17:20:00,LARCENY - ALL OTHER,-83.75166069987381,42.281808000344654
190033774,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,2600 BLOCK PLYMOUTH RD,ANN ARBOR,2019-08-09 19:00:00,LARCENY - RETAIL FRAUD,-83.70912000021963,42.30459750019452
190033775,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK WESTAIRE WAY,ANN ARBOR,2019-08-05 05:00:00,LARCENY - ALL OTHER,-83.77744060059513,42.292203400136486
190033771,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,2700 BLOCK HIKONE RD,ANN ARBOR,2019-08-09 19:00:00,TRESPASSING / INVASION OF PRIVACY,-83.7112626990093,42.24295630010158
190033748,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-08-09 16:33:00,OBSTRUCTING JUSTICE,-83.74589339990717,42.27815660007019
190033791,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1600 BLOCK WESTMINSTER PL,ANN ARBOR,2019-08-09 11:30:00,FRAUD,-83.7352911003631,42.26267419978484
190033734,STOLEN PROPERTY,2801,SALE OF STOLEN PROPERTY,A,300 BLOCK MAYNARD ST,ANN ARBOR,2019-08-09 15:05:00,STOLEN PROPERTY,-83.74228349878359,42.27838159988818
190033837,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,N MAPLE RD & FOSS ST,ANN ARBOR,2019-08-10 02:26:00,OUI OF LIQUOR / DRUGS,-83.78102119961221,42.29932900004121
190033848,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3500 BLOCK PHEASANT RUN CIR,ANN ARBOR,2019-08-09 18:57:30,MOTOR VEHICLE THEFT / FRAUD,-83.72238939945976,42.23605820002393
190033830,ALL OTHER,3605,INDECENT EXPOSURE,B,W STADIUM BLVD & ARBORDALE ST,ANN ARBOR,2019-08-10 01:12:00,SEX OFFENSES - OTHER,-83.77372909910218,42.27022680024186
190033750,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-08-09 16:51:00,LARCENY - RETAIL FRAUD,-83.74734700019161,42.23884000113702
190033842,DRUG/NARCOTIC VIOLATIONS,3532,COCAINE -POSSESS,A,3000 BLOCK WILLIAMSBURG DR,ANN ARBOR,2019-08-10 04:43:00,DRUG OFFENSES,-83.69909790078486,42.23537489953986
190033796,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,S MAIN ST & E MOSLEY ST,ANN ARBOR,2019-08-09 21:09:00,LIQUOR LAW VIOLATION,-83.74941670071593,42.27279379957406
190033819,DRIVING UNDER THE INFLUENCE,8027,OPERATING W/BLOOD ALCOHOL CONTENT OF .17% OR MORE,B,E. STADIUM  &  S. INDUSTRIAL,ANN ARBOR,2019-08-10 00:11:00,OUI OF LIQUOR / DRUGS,-83.73734830084197,42.261489000476104
190025665,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,2200 BLOCK HEMLOCK CT,ANN ARBOR,2019-06-21 21:00:00,BURGLARY - RESIDENTIAL,-83.71123350090312,42.23190569892779
190033940,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,ABBOTT AVE & COLLINGWOOD DR,ANN ARBOR,2019-08-10 17:32:30,DAMAGE TO PROPERTY,-83.77813060010357,42.2796307014292
190033896,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,100 BLOCK BRIARWOOD CIR,ANN ARBOR TWP,2019-08-10 13:40:00,LARCENY - RETAIL FRAUD,-83.74757490102013,42.24036789969159
190033883,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,300 BLOCK S MAIN ST,ANN ARBOR,2019-08-10 12:44:00,MOTOR VEHICLE THEFT / FRAUD,-83.74889569982184,42.27944579975701
190033808,LIQUOR LAW VIOLATION,4171,VIOLATION OF LIQUOR CONTROL LAWS,B,200 BLOCK S MAIN ST,ANN ARBOR,2019-08-09 22:32:00,LIQUOR LAW VIOLATION,-83.74894600000471,42.28034900004053
190033935,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1100 BLOCK PACKARD ST,ANN ARBOR,2019-08-10 01:45:00,BURGLARY - RESIDENTIAL,-83.73595509977707,42.26627850088806
190033890,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK RUMSEY DR,ANN ARBOR,2019-08-09 15:47:00,LARCENY - FROM AUTO (LFA),-83.70104440086129,42.315327799203885
190033912,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,3200 BLOCK WASHTENAW AVE,ANN ARBOR,2019-08-10 15:07:30,LARCENY - RETAIL FRAUD,-83.69627920053767,42.25722849898733
190034016,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,200 BLOCK W WASHINGTON ST,ANN ARBOR,2019-08-11 01:30:00,DAMAGE TO PROPERTY,-83.7506975013722,42.280346900032896
190033980,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-08-10 18:21:00,FRAUD,-83.74640339976122,42.27834699976239
190033979,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,600 BLOCK S MAIN ST,ANN ARBOR,2019-08-10 17:50:00,FRAUD,-83.74867340101366,42.27382030130582
190033967,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,800 BLOCK BROWN ST,ANN ARBOR,2019-08-10 15:55:00,LARCENY - ALL OTHER,-83.74844519918406,42.27071980003416
190034007,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,10600 BLOCK W MICHIGAN AVE,SALINE TWP,2019-08-11 00:38:00,OBSTRUCTING JUSTICE,-83.86212970047734,42.128477698921415
190033978,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,100 BLOCK E WILLIAM ST,ANN ARBOR,2019-08-10 18:38:00,FRAUD,-83.747843599997,42.2776876003652
190033968,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,2500 BLOCK ESCH AVE,ANN ARBOR TWP,2019-08-10 20:15:00,PUBLIC PEACE,-83.72927339948615,42.25129430041392
190034033,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,2200 BLOCK HEMLOCK CT,ANN ARBOR,2019-08-11 04:00:00,OUI OF LIQUOR / DRUGS,-83.71033720064469,42.23293989968755
190034050,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,S MAIN ST & W MOSLEY ST,ANN ARBOR,2019-08-10 12:00:00,MOTOR VEHICLE THEFT / FRAUD,-83.74941670071593,42.27279379957406
190034062,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,1100 BLOCK MICHIGAN AVE,ANN ARBOR,2019-06-21 01:24:30,MOTOR VEHICLE THEFT / FRAUD,-83.73412910013872,42.26663910119902
190034083,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2019-08-11 16:00:00,LARCENY - ALL OTHER,-83.77572160034583,42.26786689966258
190034094,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1000 BLOCK LONG SHORE DR,ANN ARBOR,2019-08-11 18:32:30,LARCENY - FROM AUTO (LFA),-83.74446190070302,42.29148249951572
191000435,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3400 BLOCK WEXFORD CT,ANN ARBOR,2019-08-10 02:00:00,LARCENY - FROM AUTO (LFA),-83.72707360148888,42.2399672002349
191000437,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,100 BLOCK FIELDCREST ST,ANN ARBOR,2019-08-08 02:00:00,DAMAGE TO PROPERTY,-83.75111099887545,42.25213900048476
191000436,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3600 BLOCK PARTRIDGE PATH,ANN ARBOR,2019-08-09 21:15:00,LARCENY - FROM AUTO (LFA),-83.72008500008224,42.23304810008091
